Facility ID,Office name,Profit center,Reporting Office Nam,Pincode,Head Office,Division,TALUK,PLI Facility ID,SOL ID,WEGCODE,SUBDIVISION,Mobile,Plant,Latitude Actual,Longitude Actual,Delivery/Non-Deliver,Reporting Office,PLANT PORTAL,Storage Location Nam,Facility Type,Plant Name,Storage Location,PORTAL_STR_LOC,Address1,Region,Region_1,Circle,City
BO29210103010,Sengundram B.O,2922810306,Dharanampet S.O,632601,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101016,0,WEG21929,#N/A,9500627348,T2A1,13.036992,78.854903,Delivery,Dharanampet S.O,,B03A,BO,,,,"The BPM, Sengundram B.O a/w Dharanampet","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210103011,Sevur B.O,2922810307,Dharanampet S.O,632601,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101017,0,WEG21929,Gudiyattam sub division,9940632729,T2A1,12.957667,78.863649,Delivery,Dharanampet S.O,,B03B,BO,,,,"The BPM, Sevur B.O a/w Dharanampet S.O -","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210103012,Thattaparai B.O,2922810308,Dharanampet S.O,632601,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101018,0,WEG21929,Gudiyattam sub division,9585726702,T2A1,12.973037,78.848294,Delivery,Dharanampet S.O,,B03C,BO,,,,"The BPM, Thattaparai B.O a/w Dharanampet","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210103013,Thattimanapalli B.O,2922810309,Dharanampet S.O,632601,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101019,0,WEG21929,Pudukottai North sub dn,7639812796,T2A1,13.000239,78.895234,Delivery,Dharanampet S.O,,B03D,BO,,,,"The BPM, Thattimanapalli B.O a/w Dharana","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105001,Kilalathur B.O,2922810501,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101006,0,WEG09183,Gudiyattam sub division,9626918443,T2A1,12.957677,78.922299,Delivery,Gudiyattam RS S.O,,B051,BO,,,,"The BPM, Kilalathur B.O a/w Gudiyatam RS","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105002,Kosavanpudur B.O,2922810502,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101007,0,WEG09183,Gudiyattam sub division,9894439788,T2A1,12.95497,78.936292,Delivery,Gudiyattam RS S.O,,B052,BO,,,,"The BPM, Kosavanpudur B.O a/w GTM R.S. S","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105003,Pasumathur B.O,2922810503,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101025,0,WEG09183,Gudiyattam sub division,9443583839,T2A1,12.934331,78.943585,Delivery,Gudiyattam RS S.O,,B053,BO,,,,"The BPM, Pasumathur B.O a/w Gudiyatam RS","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105004,Sedukarai B.O,2922810504,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101014,0,WEG09183,Gudiyattam sub division,8056691133,T2A1,12.937078,78.881101,Delivery,Gudiyattam RS S.O,,B054,BO,,,,"The BPM, Sedukarai B.O a/w Gudiyattam RS","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105005,Sethubandai B.O,2922810505,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101026,0,WEG09183,Metturdam sub division,9047935796,T2A1,12.948064,78.904447,Delivery,Gudiyattam RS S.O,,B055,BO,,,,"The BPM, Sethubandai B.O a/w GTM R.S.","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210105006,Veppur B.O,2922810506,Gudiyattam RS S.O,635803,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101027,0,WEG09183,Gudiyattam sub division,9976046504,T2A1,12.928152,78.918866,Delivery,Gudiyattam RS S.O,,B056,BO,,,,"The BPM, Veppur B.O a/w Gudiyattam RS S.","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210106001,Bhuvaneswaripet B.O,2922810601,Gudiyattam South S.O,632602,Gudiyattam H.O,Tirupattur Division,GUDIYATHAM,PW100101029,0,WEG09184,Gudiyattam sub division,9443803891,T2A1,12.945357,78.862446,Non-Delivery,Gudiyattam South S.O,,B061,BO,,,,"The BPM, Bhuvaneswaripet B.O a/w GTS","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210107001,Perumankuppam B.O,2922810701,Kilvayathinankuppam S.O,632201,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101031,0,WEG21935,Gudiyattam sub division,9677940305,T2A1,12.972151,78.976765,Delivery,Kilvayathinankuppam S.O,,B071,BO,,,,"The BPM, Perumankuppam B.O a/w KVK","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108001,Agaram B.O,2922810801,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103010,0,WEG21936,Gudiyattam sub division,8940435891,T2A1,12.823413,78.89015,Delivery,Madanur S.O,,B081,BO,,,,"The BPM, Agaram B.O a/w Madanur S.O - 63","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108002,Agaramcherry B.O,2922810802,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103011,0,WEG21936,Gudiyattam sub division,9894906759,T2A1,12.896884,78.895643,Delivery,Madanur S.O,,B082,BO,,,,"The BPM, Agaramcherry B.O a/w Madanur So","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108003,Karungali B.O,2922810803,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100103012,0,WEG21936,Gudiyattam sub division,9442552985,T2A1,12.849709,78.897843,Delivery,Madanur S.O,,B083,BO,,,,"The BPM, Karungali B.O a/w Madanur S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108004,Palur B.O,2922810804,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103013,0,WEG21936,Gudiyattam sub division,9443542024,T2A1,12.856372,78.861998,Delivery,Madanur S.O,,B084,BO,,,,"The BPM, Palur B.O a/w Madanur S.O","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210108005,Thollapalli B.O,2922810805,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103014,0,WEG21936,Gudiyattam sub division,9345471525,T2A1,12.833026,78.892897,Delivery,Madanur S.O,,B085,BO,,,,"The BPM, Thollapalli B.O a/w Madanur S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108006,Thottalam B.O,2922810806,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103015,0,WEG21936,Gudiyattam sub division,9443104531,T2A1,12.861983,78.832,Delivery,Madanur S.O,,B086,BO,,,,"The BPM, Thottalam B.O a/w Madanur S.O","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210108007,Vadakkathipatti B.O,2922810807,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103016,0,WEG21936,Gudiyattam sub division,9786227216,T2A1,12.883151,78.864058,Delivery,Madanur S.O,,B087,BO,,,,"The BPM, Vadakkathipatti B.O a/w Madanur","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210108008,Valayalkarapatti B.O,2922810808,Madanur S.O,635804,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100103017,0,WEG21936,Gudiyattam sub division,9443491708,T2A1,12.845385,78.881224,Delivery,Madanur S.O,,B088,BO,,,,"The BPM, Valayalkarapatti B.O a/w Madanu","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210109001,Chendathur B.O,2922810901,Mailpatti S.O,635805,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101033,0,WEG21937,Gudiyattam sub division,9488633988,T2A1,12.872164,78.78372,Delivery,Mailpatti S.O,,B091,BO,,,,"The BPM, Chendathur B.O a/w Mailpatti SO","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210109002,Kilpatti B.O,2922810902,Mailpatti S.O,635805,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101034,0,WEG21937,Gudiyattam sub division,9487469156,T2A1,12.873538,78.816679,Delivery,Mailpatti S.O,,B092,BO,,,,"The BPM, Kilpatti B.O a/w Mailpatti S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210109003,Melvayathinankuppam B.O,2922810903,Mailpatti S.O,635805,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101035,0,WEG21937,Gudiyattam sub division,7639838323,T2A1,12.849505,78.77548,Non-Delivery,Mailpatti S.O,,B093,BO,,,,"The BPM, Melvayathinankuppam B.O a/w MLI","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210109004,Pallalakuppam B.O,2922810904,Mailpatti S.O,635805,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101036,0,WEG21937,Gudiyattam sub division,9626032219,T2A1,12.88741,78.762389,Delivery,Mailpatti S.O,,B094,BO,,,,"The BPM, Pallalakuppam B.O a/w Mailpatti","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210109005,Rajakkal B.O,2922810905,Mailpatti S.O,635805,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101037,0,WEG21937,Gudiyattam sub division,9150442086,T2A1,12.835901,78.758355,Delivery,Mailpatti S.O,,B095,BO,,,,"The BPM, Rajakkal B.O a/w Mailpatti S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210110001,Ananganallore B.O,2922811001,Melalathur S.O,635806,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101039,0,WEG09187,Gudiyattam sub division,9894969512,T2A1,12.893309,78.870943,Delivery,Melalathur S.O,,B101,BO,,,,"The BPM, Ananganallore B.O a/w Melalathu","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210110002,Chettikuppam B.O,2922811002,Melalathur S.O,635806,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101003,0,WEG09187,Gudiyattam sub division,8526045566,T2A1,12.923522,78.835924,Delivery,Melalathur S.O,,B102,BO,,,,"The BPM, Chettikuppam B.O a/w Melalathur","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210110003,Gudanagaram B.O,2922811003,Melalathur S.O,635806,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101040,0,WEG09187,Gudiyattam sub division,8489558445,T2A1,12.911162,78.868883,Delivery,Melalathur S.O,,B103,BO,,,,"The BPM, Gudanagaram B.O a/w Melalathur","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210110004,Melmuttukur B.O,2922811004,Melalathur S.O,635806,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101041,0,WEG09187,Gudiyattam sub division,9677817185,T2A1,12.924208,78.862704,Delivery,Melalathur S.O,,B104,BO,,,,"The BPM, Melmuttukur B.O a/w Melalathur","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210110005,Rajakuppam B.O,2922811005,Melalathur S.O,635806,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101012,0,WEG09187,Gudiyattam sub division,8903751125,T2A1,12.924208,78.822191,Delivery,Melalathur S.O,,B105,BO,,,,"The BPM, Rajakuppam B.O a/w Melalathur","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210111001,Melmankuppam B.O,2922811101,Melmayil S.O,632203,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101043,0,WEG09188,Metturdam sub division,9750276412,T2A1,13.009087,78.98797,Delivery,Melmayil S.O,,B111,BO,,,,"The BPM, Melmankuppam B.O a/w Melmayil","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210112001,Kottur B.O,2922811201,Oomerabad S.O,635808,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101045,0,WEG09191,Gudiyattam sub division,9500362397,T2A1,12.872936,78.705541,Delivery,Oomerabad S.O,,B121,BO,,,,"The BPM, Kottur B.O a/w Oomerabad S.O -","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210112002,Nariyambattu B.O,2922811202,Oomerabad S.O,635808,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100101046,0,WEG09191,Gudiyattam sub division,9487454479,T2A1,12.840663,78.717214,Delivery,Oomerabad S.O,,B122,BO,,,,"The BPM, Nariyambattu B.O a/w Oomerabad","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210112003,Sathambakkam B.O,2922811203,Oomerabad S.O,635808,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100101047,0,WEG09191,Gudiyattam sub division,9442584088,T2A1,12.828304,78.728887,Delivery,Oomerabad S.O,,B123,BO,,,,"The BPM, Sathambakkam B.O a/w Oomerabad","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210113001,Gollamangalam B.O,2922811301,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,AMBUR,PW100101049,0,WEG21940,Gudiyattam sub division,9025043484,T2A1,12.879548,78.898131,Delivery,Pallikonda S.O,,B131,BO,,,,"The BPM, Gollamangalam B.O a/w Pallikond","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210113002,Kandaneri B.O,2922811302,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100101050,0,WEG21940,Gudiyattam sub division,9488638094,T2A1,12.915254,78.973662,Delivery,Pallikonda S.O,,B132,BO,,,,"The BPM, Kandaneri B.O a/w Pallikonda SO","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210113003,Odiyathur B.O,2922811303,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100101051,0,WEG21940,Gudiyattam sub division,8940570466,T2A1,12.867875,78.928343,Delivery,Pallikonda S.O,,B133,BO,,,,"The BPM, Odiyathur B.O a/w Pallikonda SO","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210113004,Pallikonda Bazaar B.O,2922811304,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100101052,0,WEG21940,Gudiyattam sub division,0,T2A1,12.903581,78.940016,Non-Delivery,Pallikonda S.O,,B134,BO,,,,"The BPM, Pallikonda Bazaar B.O a/w Palli","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210113005,Tippasamudram B.O,2922811305,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100101053,0,WEG21940,Gudiyattam sub division,9626692535,T2A1,12.868562,78.91255,Delivery,Pallikonda S.O,,B135,BO,,,,"The BPM, Tippasamudram B.O a/w Pallikond","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210113006,Vettuvanam B.O,2922811306,Pallikonda S.O,635809,Gudiyattam H.O,Tirupattur Division,ANAICUT,PW100101054,0,WEG21940,Gudiyattam sub division,9487502394,T2A1,12.903581,78.921476,Delivery,Pallikonda S.O,,B136,BO,,,,"The BPM, Vettuvanam B.O a/w Pallikonda S","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210114001,Dakshinapathapalyaam B.O,2922811401,Paradarami S.O,632603,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101056,0,WEG09194,Gudiyattam sub division,9488838445,T2A1,13.076416,78.937569,Delivery,Paradarami S.O,,B141,BO,,,,"The BPM, Dakshinapathapalyaam B.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210114002,Puttavaripalli B.O,2922811402,Paradarami S.O,632603,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101057,0,WEG09194,Gudiyattam sub division,9578607250,T2A1,13.078476,78.989754,Delivery,Paradarami S.O,,B142,BO,,,,"The BPM, Puttavaripalli B.O a/w Paradara","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210114003,Varadareddipalli B.O,2922811403,Paradarami S.O,632603,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101058,0,WEG09194,Gudiyattam sub division,9751645439,T2A1,13.050285,78.944025,Delivery,Paradarami S.O,,B143,BO,,,,"The BPM, Varadareddipalli B.O a/w Parada","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210114004,Veerichettipalli B.O,2922811404,Paradarami S.O,632603,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101059,0,WEG09194,Gudiyattam sub division,9442408324,T2A1,13.051659,78.963251,Delivery,Paradarami S.O,,B144,BO,,,,"The BPM, Veerichettipalli B.O a/w Parada","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210114005,Viludonpalayam B.O,2922811405,Paradarami S.O,632603,Gudiyattam H.O,Tirupattur Division,GUDIYATTAM,PW100101060,0,WEG09194,Gudiyattam sub division,9786641645,T2A1,13.049995,78.914094,Delivery,Paradarami S.O,,B145,BO,,,,"The BPM, Viludonpalayam B.O a/w Paradara","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115001,Aravatla B.O,2922811501,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101062,0,WEG21941,Gudiyattam sub division,9751627877,T2A1,13.008646,78.679597,Delivery,Pernambut S.O,,B151,BO,,,,"The BPM, Aravatla B.O a/w Pernambut S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115002,Chinnadamalcheruvu B.O,2922811502,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101063,0,WEG21941,Gudiyattam sub division,8148418150,T2A1,12.919568,78.70551,Delivery,Pernambut S.O,,B152,BO,,,,"The BPM, Chinnadamalcheruvu B.O a/w PMB","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115003,Erikutti B.O,2922811503,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101064,0,WEG21941,Gudiyattam sub division,9500425403,T2A1,12.928494,78.731603,Delivery,Pernambut S.O,,B153,BO,,,,"The BPM, Erikutti B.O a/w Pernambut S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115004,Erukkambattu B.O,2922811504,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101065,0,WEG21941,Gudiyattam sub division,9345024720,T2A1,12.950467,78.684224,Delivery,Pernambut S.O,,B154,BO,,,,"The BPM, Erukkambattu B.O a/w Pernambut","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115005,Kamalapuram B.O,2922811505,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101066,0,WEG21941,Vaniyambadi sub division,9751477248,T2A1,12.945661,78.770055,Delivery,Pernambut S.O,,B155,BO,,,,"The BPM, Kamalapuram B.O a/w Pernambut S","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115006,Kokkalur B.O,2922811506,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101067,0,WEG21941,Gudiyattam sub division,9345560617,T2A1,13.002652,78.743276,Delivery,Pernambut S.O,,B156,BO,,,,"The BPM, Kokkalur B.O a/w Pernambut S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115007,Masigam B.O,2922811507,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101068,0,WEG21941,Gudiyattam sub division,9943616217,T2A1,12.909268,78.693837,Delivery,Pernambut S.O,,B157,BO,,,,"The BPM, Masigam B.O a/w Pernambut S.O -","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115008,Morasapalli B.O,2922811508,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101069,0,WEG21941,Gudiyattam sub division,9751555167,T2A1,12.944974,78.794774,Delivery,Pernambut S.O,,B158,BO,,,,"The BPM, Morasapalli B.O a/w Pernambut S","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115009,Sathugudi B.O,2922811509,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101070,0,WEG21941,Gudiyattam sub division,8939336525,T2A1,12.950467,78.725423,Delivery,Pernambut S.O,,B159,BO,,,,"The BPM, Sathugudi B.O a/w Pernambut S.O","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210115010,Thottithuraimottur B.O,2922811510,Pernambut S.O,635810,Gudiyattam H.O,Tirupattur Division,PERNAMBUT,PW100101071,0,WEG21941,Gudiyattam sub division,8098235451,T2A1,12.943601,78.787221,Delivery,Pernambut S.O,,B15A,BO,,,,"The BPM, Thottithuraimottur B.O a/w PMB","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210116001,Chennankuppam B.O,2922811601,Ruhsa Campus S.O,632209,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101073,0,WEG09198,Gudiyattam sub division,8056553117,T2A1,12.949584,78.962331,Delivery,Ruhsa Campus S.O,,B161,BO,,,,"The BPM, Chennankuppam B.O a/w Ruhsa Cam","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210116002,Devarishikuppam B.O,2922811602,Ruhsa Campus S.O,632209,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101074,0,WEG09198,Gudiyattam sub division,8098457771,T2A1,12.974679,78.951581,Delivery,Ruhsa Campus S.O,,B162,BO,,,,"The BPM, Devarishikuppam B.O a/w Ruhsa C","Western Region, Coimbatore",,Tamil Nadu,VELLORE
BO29210116003,Kanguppam B.O,2922811603,Ruhsa Campus S.O,632209,Gudiyattam H.O,Tirupattur Division,KATPADI,PW100101075,0,WEG09198,Gudiyattam sub division,9629492362,T2A1,12.98221,78.965571,Delivery,Ruhsa Campus S.O,,B163,BO,,,,"The BPM, Kanguppam B.O a/w Ruhsa Campus","Western Region, Coimbatore",,Tamil Nadu,VELLORE
